Video Name,Blinking,Smiling,Head Movement,Predicted_Label
5000442028.mp4,3,3,0,1
5000442029.mp4,0,0,0,1
5000442033.mp4,1,1,0,1
5000442034.mp4,0,0,0,1
5000442035.mp4,2,1,0,1
5000442036.mp4,0,0,0,1
5000442037.mp4,2,1,0,1
5000442038.mp4,1,1,0,1
5000442039.mp4,1,0,0,1
5000442040.mp4,1,1,0,1
5000442042.mp4,0,0,0,1
5000442043.mp4,0,0,0,1
5000442045.mp4,1,1,0,1
5000442047.mp4,2,1,0,1
5000442048.mp4,1,2,0,1
5000442050.mp4,3,0,0,1
5000442051.mp4,0,0,0,1
5000442052.mp4,2,3,0,1
5000442053.mp4,1,1,0,1
5000442054.mp4,2,0,0,1
5000442055.mp4,1,1,0,1
5000442056.mp4,1,1,0,1
5000442057.mp4,2,0,0,1
5000442058.mp4,1,0,0,1
5000442059.mp4,0,0,0,1
5000442060.mp4,1,1,0,1
5000442062.mp4,0,0,0,1
5000442063.mp4,0,0,0,1
5000442064.mp4,1,0,0,1
5000442065.mp4,0,0,0,1
5000442066.mp4,2,0,0,1
5000442067.mp4,0,1,0,1
5000442068.mp4,0,0,0,1
5000442069.mp4,2,3,0,1
5000442070.mp4,0,0,0,1
5000442072.mp4,0,1,0,1
5000442073.mp4,1,0,0,1
5000442074.mp4,1,1,0,1
5000442075.mp4,0,0,0,1
5000442076.mp4,2,1,0,1
5000442077.mp4,0,0,1,2
5000442078.mp4,1,0,0,1
5000671001.mp4,6,5,0,2
5000671002.mp4,3,2,0,1
5000671003.mp4,10,0,0,2
5000671004.mp4,4,0,0,2
5000671005.mp4,6,2,0,2
5000671006.mp4,3,1,0,1
5000671008.mp4,8,4,0,2
5000671009.mp4,2,1,0,1
5000671010.mp4,6,3,0,2
5000671011.mp4,8,6,1,2
5000671012.mp4,8,9,0,2
5000671013.mp4,4,2,0,2
5000671014.mp4,2,0,0,1
5000671015.mp4,8,8,0,2
5000671016.mp4,5,5,1,2
5000671017.mp4,9,8,0,2
5000671018.mp4,4,3,0,2
5000671019.mp4,4,3,0,2
5000671020.mp4,4,3,0,2
5000671022.mp4,3,5,0,2
5000671023.mp4,2,6,0,2
5000671024.mp4,3,1,0,1
5000671026.mp4,2,2,0,1
5000671027.mp4,3,3,0,1
5000671028.mp4,10,4,7,2
5000671029.mp4,4,0,0,2
5000671030.mp4,5,5,3,2
5000671031.mp4,5,2,2,2
5000671032.mp4,5,2,0,2
5000671033.mp4,1,3,1,1
5000671034.mp4,5,3,0,2
5000671035.mp4,6,6,0,2
5000671036.mp4,0,0,0,1
5000671037.mp4,6,6,1,2
5000671038.mp4,4,3,0,2
5000671039.mp4,7,6,0,2
5000671040.mp4,6,7,2,2
5000671041.mp4,4,4,0,2
5000671042.mp4,5,2,0,2
5000671043.mp4,1,0,0,1
5000671046.mp4,4,5,0,2
5000671047.mp4,3,3,0,1
5000671048.mp4,3,3,0,1
5000671049.mp4,5,1,0,2
5000671050.mp4,5,1,1,2
5000671051.mp4,5,3,0,2
5000671053.mp4,1,1,1,2
5000671055.mp4,5,4,0,2
5000671056.mp4,3,2,0,1
5000671057.mp4,4,4,0,2
5000671058.mp4,5,5,1,2
5000671059.mp4,0,0,2,2
5000671060.mp4,4,2,0,2
5000671061.mp4,5,4,0,2
5000671062.mp4,7,4,0,2
5000671063.mp4,7,6,0,2
5000671064.mp4,4,4,0,2
5000671065.mp4,6,4,0,2
5000671066.mp4,5,1,0,2
5000671067.mp4,5,5,0,2
5000671069.mp4,4,2,0,2
5000671070.mp4,7,0,0,2
5000671071.mp4,5,0,1,2
5000672002.mp4,5,3,2,2
5000672004.mp4,1,0,0,1
5000672005.mp4,6,6,0,2
5000672006.mp4,3,3,0,1
5000672007.mp4,0,1,0,1
5000672008.mp4,0,1,0,1
5000672010.mp4,5,2,0,2
5000672011.mp4,3,5,0,2
5000672012.mp4,4,4,0,2
5000672013.mp4,4,3,0,2
5000672014.mp4,2,0,0,1
5000672016.mp4,2,0,0,1
5000672017.mp4,2,0,0,1
5000672019.mp4,0,2,0,1
5000672020.mp4,4,6,0,2
5000672021.mp4,0,0,0,1
5000672022.mp4,0,0,0,1
5000672023.mp4,1,2,0,1
5000672024.mp4,1,1,0,1
5000672025.mp4,3,5,0,2
5000672026.mp4,2,2,0,1
5000672027.mp4,4,6,0,2
5000672030.mp4,4,2,0,2
5000672031.mp4,2,0,0,1
5000672033.mp4,3,0,0,1
5000672034.mp4,1,2,0,1
5000672035.mp4,1,3,0,1
5000672036.mp4,3,0,0,1
5000672038.mp4,5,8,0,2
5000672042.mp4,2,1,0,1
5000672043.mp4,2,0,0,1
5000672044.mp4,7,0,0,2
5000672045.mp4,1,0,0,1
5000672046.mp4,3,5,0,2
5000672047.mp4,1,5,0,2
5000672048.mp4,1,0,0,1
5000672049.mp4,2,2,0,1
5000672050.mp4,3,5,0,2
5000672051.mp4,1,1,0,1
5000672052.mp4,2,4,0,1
5000672053.mp4,9,9,0,2
5000672054.mp4,0,4,0,1
5000672055.mp4,3,9,0,2
5000672056.mp4,4,9,0,1
5000672057.mp4,3,0,0,1
5000672058.mp4,3,7,0,2
5000672059.mp4,3,3,0,1
5000672060.mp4,4,2,0,2
5000672062.mp4,1,0,0,1
5000672064.mp4,2,2,0,1
5000672065.mp4,7,2,0,2
5000672066.mp4,9,7,0,2
5000672067.mp4,5,2,0,2
5000672068.mp4,4,7,0,2
5000672070.mp4,2,6,3,1
5000672071.mp4,8,5,1,2
5000672072.mp4,6,1,9,2
5000672074.mp4,5,5,0,2
5000672075.mp4,2,2,0,1
5000672076.mp4,2,2,0,1
5000672077.mp4,2,1,0,1
5000672081.mp4,5,4,0,2
5000672082.mp4,4,5,1,2
5000951001.mp4,2,3,0,1
5000951002.mp4,2,1,0,1
5000951003.mp4,0,1,0,1
5000951004.mp4,3,5,0,2
5000951005.mp4,4,2,0,2
5000951006.mp4,4,5,0,2
5000951007.mp4,0,3,0,1
5000951008.mp4,2,3,0,1
5000951009.mp4,0,2,0,1
5000951010.mp4,3,5,5,2
5000951011.mp4,4,7,0,2
5000951012.mp4,2,1,0,1
5000951013.mp4,5,6,0,2
5000951015.mp4,2,0,0,1
5000951016.mp4,5,2,0,2
5000951017.mp4,2,1,1,2
5000951018.mp4,2,2,0,1
5000951019.mp4,2,2,0,1
5000951021.mp4,3,2,0,1
5000951023.mp4,4,1,4,2
5000951024.mp4,0,0,0,1
5000951025.mp4,1,5,0,2
5000951027.mp4,2,5,4,2
5000951028.mp4,6,7,0,2
5000951033.mp4,7,6,0,2
5000951034.mp4,5,4,3,2
5000951035.mp4,6,6,0,2
5000951037.mp4,4,8,0,2
5000951039.mp4,8,8,0,2
5000951040.mp4,5,3,0,2
5000951042.mp4,8,5,0,2
5000951043.mp4,4,5,3,2
5000951044.mp4,10,3,0,2
5000951045.mp4,3,0,0,1
5000951047.mp4,8,7,0,2
5000951049.mp4,7,7,0,2
5000951051.mp4,7,8,0,2
5000951052.mp4,4,0,0,2
5000951053.mp4,5,5,0,2
5000951054.mp4,4,6,0,2
5000951055.mp4,7,3,0,2
5000951056.mp4,10,4,0,2
5000951057.mp4,8,1,0,2
5000951058.mp4,8,4,0,2
5000951060.mp4,9,3,0,2
5000951061.mp4,7,5,1,2
5000951062.mp4,2,0,0,1
5000951063.mp4,6,0,0,2
5000951065.mp4,7,0,0,2
5000951066.mp4,7,0,0,2
5000951067.mp4,6,6,1,2
5000952002.mp4,7,6,2,2
5000952003.mp4,9,3,1,2
5000952004.mp4,4,5,0,2
5000952005.mp4,6,1,0,2
5000952007.mp4,2,4,0,1
5000952008.mp4,4,2,0,2
5000952011.mp4,6,0,0,2
5000952013.mp4,3,2,0,1
5000952014.mp4,2,1,0,1
5000952015.mp4,6,2,0,2
5000952016.mp4,4,1,1,2
5000952017.mp4,6,8,9,1
5000952018.mp4,3,2,0,1
5000952020.mp4,1,0,1,2
5000952021.mp4,1,4,0,1
5000952022.mp4,1,0,0,1
5000952023.mp4,0,0,0,1
5000952024.mp4,0,0,0,1
5000952025.mp4,2,0,0,1
5000952026.mp4,6,3,0,2
5000952027.mp4,1,0,0,1
5000952028.mp4,0,0,0,1
5000952029.mp4,6,3,0,2
5000952031.mp4,3,0,0,1
5000952032.mp4,3,0,0,1
5000952033.mp4,4,1,0,2
5000952034.mp4,2,2,0,1
5000952035.mp4,6,5,9,2
5000952036.mp4,6,2,0,2
5000952038.mp4,6,2,1,2
5000952040.mp4,3,5,0,2
5000952041.mp4,1,1,0,1
5000952042.mp4,5,6,0,2
5000952044.mp4,2,5,0,2
5000952045.mp4,4,1,0,2
5000952046.mp4,2,4,0,1
5000952048.mp4,0,3,1,1
5000952050.mp4,7,4,0,2
5000952052.mp4,1,5,0,2
5000952053.mp4,5,2,0,2
5000952054.mp4,3,3,1,1
5000952055.mp4,3,5,0,2
5000952060.mp4,4,0,1,2
5000952061.mp4,2,1,0,1
5000952062.mp4,1,4,0,1
5000952063.mp4,1,0,0,1
5000952064.mp4,0,1,0,1
5000952065.mp4,3,1,0,1
5000952066.mp4,1,2,2,1
5000952068.mp4,5,2,0,2
5000952069.mp4,3,0,0,1
5000952070.mp4,1,0,0,1
5000952071.mp4,1,2,0,1
5000952072.mp4,3,3,0,1
5000952073.mp4,1,1,0,1
5000952075.mp4,6,7,0,2
5000952076.mp4,0,1,0,1
5000952077.mp4,0,0,0,1
5000952078.mp4,2,0,0,1
5000952080.mp4,3,0,0,1
5000952083.mp4,7,7,5,2
5100091001.mp4,4,0,7,2
5100091003.mp4,1,1,1,2
5100091004.mp4,3,0,0,1
5100091005.mp4,4,5,0,2
5100091006.mp4,2,0,1,2
5100091007.mp4,1,1,0,1
5100091008.mp4,1,2,0,1
5100091009.mp4,1,1,1,2
5100091010.mp4,0,0,0,1
5100091012.mp4,3,4,8,2
5100091017.mp4,1,1,1,2
5100091019.mp4,1,1,0,1
5100091020.mp4,0,0,0,1
5100091025.mp4,1,0,0,1
5100091026.mp4,1,0,0,1
5100091027.mp4,2,0,0,1
5100091028.mp4,0,0,0,1
5100091032.mp4,2,3,0,1
5100091033.mp4,1,2,0,1
5100091034.mp4,2,1,0,1
5100091035.mp4,0,0,0,1
5100091036.mp4,2,0,0,1
5100091038.mp4,0,0,0,1
5100091039.mp4,2,2,0,1
5100091042.mp4,0,0,0,1
5100091046.mp4,1,1,0,1
5100091049.mp4,5,3,1,2
5100091050.mp4,2,2,1,1
5100091051.mp4,1,0,0,1
5100091053.mp4,0,0,0,1
5100091055.mp4,0,0,0,1
5100091056.mp4,0,0,0,1
5100091057.mp4,0,0,0,1
5100091058.mp4,3,3,0,1
5100091059.mp4,4,1,2,2
5100091062.mp4,4,6,5,2
5100091064.mp4,4,3,1,2
5100091065.mp4,2,2,3,2
5100091066.mp4,2,0,0,1
5100091067.mp4,4,4,3,2
5100091068.mp4,0,0,0,1
5100091069.mp4,1,1,0,1
5100092002.mp4,0,0,1,2
5100092003.mp4,5,4,1,2
5100092005.mp4,2,4,0,1
5100092006.mp4,0,0,0,1
5100092008.mp4,2,2,0,1
5100092010.mp4,2,2,0,1
5100092011.mp4,4,1,2,2
5100092013.mp4,0,0,0,1
5100092017.mp4,0,0,0,1
5100092019.mp4,0,1,0,1
5100092021.mp4,0,0,0,1
5100092022.mp4,2,1,0,1
5100092023.mp4,0,0,0,1
5100092026.mp4,1,5,0,2
5100092027.mp4,1,0,6,2
5100092032.mp4,3,0,0,1
5100092033.mp4,1,2,0,1
5100092034.mp4,2,0,0,1
5100092035.mp4,1,1,0,1
5100092037.mp4,1,2,0,1
5100092038.mp4,0,0,0,1
5100092039.mp4,0,0,0,1
5100092040.mp4,0,0,0,1
5100092041.mp4,3,3,0,1
5100092042.mp4,0,0,0,1
5100092043.mp4,0,0,0,1
5100092044.mp4,1,0,0,1
5100092045.mp4,0,0,0,1
5100092053.mp4,1,2,0,1
5100092056.mp4,1,0,0,1
5100092057.mp4,1,0,0,1
5100092060.mp4,0,0,0,1
5100092061.mp4,1,1,0,1
5100092062.mp4,0,0,0,1
5100092063.mp4,0,0,0,1
5100092064.mp4,1,0,0,1
5100092065.mp4,0,0,0,1
5100092067.mp4,1,2,0,1
5100092068.mp4,0,0,0,1
5100092069.mp4,0,0,0,1
5100092071.mp4,2,1,1,2
5100092072.mp4,1,0,0,1
5100341002.mp4,3,2,0,1
5100341003.mp4,1,0,0,1
5100341004.mp4,4,4,0,2
5100341005.mp4,4,1,0,2
5100341006.mp4,1,3,0,1
5100341008.mp4,0,0,0,1
5100341009.mp4,1,1,0,1
5100341010.mp4,0,0,0,1
5100341012.mp4,0,0,0,1
5100341013.mp4,1,0,0,1
5100341014.mp4,0,0,0,1
5100341015.mp4,0,0,0,1
5100341016.mp4,0,0,0,1
5100341017.mp4,1,0,0,1
5100341019.mp4,0,0,0,1
5100341020.mp4,0,0,0,1
5100341021.mp4,0,0,0,1
5100341022.mp4,1,1,0,1
5100341023.mp4,2,0,0,1
5100341024.mp4,3,3,0,1
5100341025.mp4,2,0,0,1
5100341026.mp4,1,1,0,1
5100341027.mp4,3,4,0,2
5100341028.mp4,3,0,0,1
5100341030.mp4,3,0,0,1
5100341031.mp4,1,2,0,1
5100341032.mp4,2,0,0,1
5100341033.mp4,1,0,0,1
5100341034.mp4,1,0,0,1
5100341035.mp4,2,4,0,1
5100341037.mp4,2,0,0,1
5100341038.mp4,0,1,0,1
5100341039.mp4,0,0,0,1
5100341042.mp4,1,0,0,1
5100341043.mp4,0,0,0,1
5100341046.mp4,0,1,0,1
5100341048.mp4,5,4,0,2
5100341050.mp4,6,5,0,2
5100341052.mp4,3,0,0,1
5100341054.mp4,0,1,0,1
5100341055.mp4,0,0,0,1
5100341056.mp4,1,0,0,1
5100341057.mp4,1,1,0,1
5100341058.mp4,1,3,0,1
5100341061.mp4,0,2,0,1
5100341062.mp4,0,0,0,1
5100341065.mp4,0,0,0,1
5100341067.mp4,1,0,0,1
5100341068.mp4,1,2,0,1
5100341070.mp4,1,0,0,1
5100341071.mp4,1,0,0,1
5100341072.mp4,2,0,0,1
5100341074.mp4,4,4,0,2
5100341075.mp4,0,0,0,1
5100341076.mp4,2,1,0,1
5100341077.mp4,2,0,0,1
5100341078.mp4,3,1,0,1
5100341079.mp4,0,0,0,1
5100342002.mp4,3,6,2,1
5100342003.mp4,2,0,1,2
5100342007.mp4,3,3,0,1
5100342008.mp4,2,3,0,1
5100342009.mp4,0,0,0,1
5100342012.mp4,1,1,0,1
5100342016.mp4,4,0,0,2
5100342017.mp4,4,4,0,2
5100342018.mp4,3,0,0,1
5100342020.mp4,2,4,0,1
5100342022.mp4,5,6,1,2
5100342023.mp4,4,0,0,2
5100342024.mp4,2,0,0,1
5100342025.mp4,2,0,0,1
5100342028.mp4,3,0,0,1
5100342030.mp4,4,2,0,2
5100342031.mp4,0,0,0,1
5100342034.mp4,1,1,0,1
5100342036.mp4,1,0,0,1
5100342042.mp4,2,6,0,2
5100342043.mp4,2,1,0,1
5100342045.mp4,1,0,0,1
5100342048.mp4,3,4,0,2
5100351001.mp4,4,3,6,2
5100351002.mp4,14,10,0,2
5100351004.mp4,9,5,2,2
5100351005.mp4,6,0,3,2
5100351007.mp4,7,7,0,2
5100351009.mp4,9,7,0,2
5100351010.mp4,8,3,2,2
5100351012.mp4,7,8,0,2
5100351013.mp4,6,7,0,2
5100351015.mp4,8,4,0,2
5100351016.mp4,9,7,0,2
5100351019.mp4,9,6,1,2
5100351020.mp4,7,3,0,2
5100351021.mp4,5,2,0,2
5100351022.mp4,3,2,0,1
5100351023.mp4,3,0,0,1
5100351024.mp4,6,3,0,2
5100351025.mp4,9,5,0,2
5100351026.mp4,11,12,0,2
5100351032.mp4,8,4,0,2
5100351034.mp4,8,7,0,2
5100351035.mp4,5,4,0,2
5100351036.mp4,5,2,0,2
5100351038.mp4,6,6,0,2
5100351039.mp4,8,5,0,2
5100351040.mp4,8,6,0,2
5100351042.mp4,4,3,2,2
5100351043.mp4,2,1,0,1
5100351044.mp4,11,11,0,2
5100351045.mp4,3,2,0,1
5100351046.mp4,9,0,0,2
5100351049.mp4,6,4,0,2
5100351051.mp4,4,0,1,2
5100351054.mp4,8,3,2,2
5100351058.mp4,6,4,0,2
5100352001.mp4,8,3,0,2
5100352002.mp4,5,2,0,2
5100352003.mp4,2,1,2,2
5100352004.mp4,6,6,0,2
5100352005.mp4,8,8,1,2
5100352006.mp4,6,6,0,2
5100352007.mp4,3,1,2,2
5100352008.mp4,8,6,0,2
5100352009.mp4,5,6,0,2
5100352011.mp4,8,6,0,2
5100352012.mp4,1,2,0,1
5100352013.mp4,4,2,1,2
5100352014.mp4,8,8,0,2
5100352015.mp4,4,0,0,2
5100352016.mp4,4,4,0,2
5100352017.mp4,7,7,0,2
5100352018.mp4,5,5,0,2
5100352020.mp4,1,6,1,2
5100352021.mp4,7,7,0,2
5100352022.mp4,8,1,4,2
5100352026.mp4,3,2,0,1
5100352027.mp4,7,6,0,2
5100352028.mp4,4,5,0,2
5100352030.mp4,1,1,0,1
5100352031.mp4,2,5,0,2
5100352032.mp4,1,0,0,1
5100352033.mp4,3,1,1,2
5100352034.mp4,3,1,0,1
5100352035.mp4,9,8,0,2
5100352037.mp4,5,1,0,2
5100352038.mp4,4,2,0,2
5100352039.mp4,2,3,0,1
5100352041.mp4,13,13,0,2
5100352042.mp4,6,6,0,2
5100352043.mp4,5,3,2,2
5100352044.mp4,12,4,3,2
5100352045.mp4,8,8,0,2
5100352046.mp4,5,1,2,2
5100352049.mp4,4,3,0,2
5100352050.mp4,4,2,0,2
5100352051.mp4,9,4,1,2
5100352052.mp4,4,4,0,2
5100352054.mp4,4,4,0,2
5100352055.mp4,4,0,0,2
5100352056.mp4,4,4,0,2
5100352057.mp4,4,4,0,2
5100352060.mp4,4,0,0,2
5100352061.mp4,4,1,0,2
5100352063.mp4,8,2,0,2
5100361009.mp4,0,1,0,1
5100361056.mp4,0,0,1,2
5100362028.mp4,0,2,2,2
5100362029.mp4,1,4,0,1
5100362030.mp4,0,0,0,1
5100362052.mp4,0,2,0,1
5100371022.mp4,0,0,1,2
5100371023.mp4,1,1,0,1
5100371024.mp4,0,0,0,1
5100371026.mp4,1,0,0,1
5100371027.mp4,0,0,0,1
5100371042.mp4,1,0,0,1
5100371055.mp4,3,1,0,1
5100371056.mp4,3,0,3,2
5100371067.mp4,0,0,0,1
5100371079.mp4,0,3,0,1
5100372001.mp4,0,1,0,1
5100372002.mp4,1,1,0,1
5100372003.mp4,0,5,0,2
5100372005.mp4,1,4,0,1
5100372006.mp4,0,0,0,1
5100372007.mp4,0,0,0,1
5100372009.mp4,0,0,0,1
5100372011.mp4,1,1,0,1
5100372015.mp4,0,0,0,1
5100372016.mp4,0,0,0,1
5100372017.mp4,0,0,0,1
5100372018.mp4,0,0,0,1
5100372019.mp4,1,0,0,1
5100372020.mp4,0,0,0,1
5100372021.mp4,0,0,0,1
5100372022.mp4,0,0,0,1
5100372023.mp4,0,0,0,1
5100372026.mp4,0,1,0,1
5100372027.mp4,1,1,0,1
5100372028.mp4,1,1,0,1
5100372069.mp4,2,0,1,2
5100381002.mp4,3,4,5,2
5100381003.mp4,1,0,0,1
5100381004.mp4,2,3,0,1
5100381005.mp4,0,0,0,1
5100381006.mp4,2,2,0,1
5100381007.mp4,3,10,0,2
5100381008.mp4,2,2,0,1
5100381009.mp4,2,1,0,1
5100381010.mp4,1,2,0,1
5100381011.mp4,3,2,0,1
5100381012.mp4,2,2,0,1
5100381015.mp4,1,0,0,1
5100381016.mp4,1,2,0,1
5100381017.mp4,1,1,0,1
5100381018.mp4,1,0,0,1
5100381019.mp4,0,0,0,1
5100381020.mp4,2,4,0,1
5100381021.mp4,1,1,0,1
5100381022.mp4,2,2,0,1
5100381023.mp4,1,0,0,1
5100381024.mp4,1,1,0,1
5100381026.mp4,3,3,0,1
5100381027.mp4,2,1,0,1
5100381028.mp4,4,3,0,2
5100381029.mp4,2,4,0,1
5100381031.mp4,3,4,0,2
5100381032.mp4,3,2,0,1
5100381034.mp4,2,6,0,2
5100381035.mp4,0,1,0,1
5100381037.mp4,0,0,0,1
5100381038.mp4,2,0,0,1
5100381039.mp4,3,5,0,2
5100381040.mp4,0,0,0,1
5100381041.mp4,1,1,0,1
5100381042.mp4,1,1,0,1
5100381043.mp4,0,0,0,1
5100381044.mp4,1,2,0,1
5100381045.mp4,1,1,0,1
5100381046.mp4,5,6,0,2
5100381047.mp4,2,2,0,1
5100381048.mp4,2,3,0,1
5100381049.mp4,3,1,0,1
5100381050.mp4,2,6,0,2
5100381051.mp4,1,0,0,1
5100381052.mp4,0,1,0,1
5100381053.mp4,2,6,0,2
5100381054.mp4,1,0,0,1
5100381055.mp4,1,8,0,2
5100381056.mp4,0,0,0,1
5100381058.mp4,0,0,0,1
5100381059.mp4,4,2,0,2
5100381060.mp4,1,1,0,1
5100381061.mp4,2,9,0,2
5100381063.mp4,2,1,0,1
5100381065.mp4,0,0,0,1
5100381066.mp4,1,1,0,1
5100381067.mp4,1,1,0,1
5100381069.mp4,2,2,0,1
5100382001.mp4,2,4,0,1
5100382003.mp4,2,3,0,1
5100382007.mp4,0,0,0,1
5100382008.mp4,2,1,0,1
5100382010.mp4,2,3,0,1
5100382011.mp4,2,2,0,1
5100382012.mp4,2,0,0,1
5100382013.mp4,2,2,0,1
5100382014.mp4,1,0,0,1
5100382015.mp4,0,0,0,1
5100382016.mp4,0,0,0,1
5100382018.mp4,1,0,0,1
5100382019.mp4,1,1,1,2
5100382020.mp4,0,2,5,2
5100382021.mp4,1,1,0,1
5100382022.mp4,2,1,0,1
5100382023.mp4,0,0,0,1
5100382025.mp4,1,1,0,1
5100382026.mp4,2,4,0,1
5100382027.mp4,3,1,0,1
5100382028.mp4,3,0,0,1
5100382029.mp4,3,2,0,1
5100382030.mp4,2,0,0,1
5100382031.mp4,0,0,0,1
5100382032.mp4,1,1,0,1
5100382033.mp4,2,1,0,1
5100382034.mp4,2,2,0,1
5100382035.mp4,1,1,0,1
5100382036.mp4,0,0,0,1
5100382037.mp4,1,1,0,1
5100382038.mp4,2,0,0,1
5100382039.mp4,0,1,0,1
5100382040.mp4,0,3,0,1
5100382042.mp4,0,0,0,1
5100382045.mp4,1,1,0,1
5100382046.mp4,2,0,0,1
5100382048.mp4,1,0,0,1
5100382050.mp4,0,0,0,1
5100382051.mp4,1,2,0,1
5100382052.mp4,1,1,0,1
5100382053.mp4,2,0,0,1
5100382054.mp4,1,0,0,1
5100382055.mp4,1,0,0,1
5100382056.mp4,2,4,0,1
5100382057.mp4,4,3,0,2
5100382058.mp4,1,0,0,1
5100382059.mp4,2,2,0,1
5100382060.mp4,2,0,0,1
5100382061.mp4,1,0,0,1
5100382062.mp4,1,0,0,1
5100382063.mp4,1,2,0,1
5100382064.mp4,1,1,0,1
5100382065.mp4,0,2,0,1
5100382066.mp4,3,1,0,1
5100382067.mp4,2,3,0,1
5100382068.mp4,3,1,0,1
5100382069.mp4,1,2,0,1
5100382070.mp4,4,3,0,2
5100382071.mp4,7,5,0,2
5100382072.mp4,3,3,0,1
5100382073.mp4,2,1,0,1
5100382075.mp4,2,3,0,1
5100382076.mp4,2,1,0,1
5100382077.mp4,1,0,0,1
5100382078.mp4,2,1,0,1
5100382079.mp4,2,2,0,1
5100401001.mp4,0,0,0,1
5100401003.mp4,3,4,0,2
5100401005.mp4,1,4,2,1
5100401006.mp4,0,1,0,1
5100401007.mp4,0,0,0,1
5100401008.mp4,0,0,0,1
5100401010.mp4,0,0,0,1
5100401011.mp4,2,0,0,1
5100401012.mp4,0,0,0,1
5100401014.mp4,0,0,0,1
5100401015.mp4,1,2,0,1
5100401016.mp4,0,0,0,1
5100401018.mp4,3,3,0,1
5100401021.mp4,0,0,0,1
5100401022.mp4,0,3,0,1
5100401023.mp4,0,0,0,1
5100401025.mp4,0,1,0,1
5100401026.mp4,1,0,0,1
5100401028.mp4,0,0,0,1
5100401029.mp4,1,1,0,1
5100401030.mp4,1,3,0,1
5100401031.mp4,0,0,0,1
5100401032.mp4,1,1,0,1
5100401033.mp4,3,4,0,2
5100401034.mp4,0,1,0,1
5100401035.mp4,0,0,0,1
5100401036.mp4,2,3,0,1
5100401038.mp4,3,3,0,1
5100401039.mp4,1,1,0,1
5100401040.mp4,1,0,0,1
5100401042.mp4,2,1,0,1
5100401043.mp4,1,0,0,1
5100401044.mp4,1,2,0,1
5100401045.mp4,1,1,0,1
5100401046.mp4,2,3,0,1
5100401047.mp4,0,0,0,1
5100401048.mp4,2,2,0,1
5100401049.mp4,1,1,0,1
5100401050.mp4,0,1,0,1
5100401051.mp4,1,0,0,1
5100401053.mp4,0,0,0,1
5100401054.mp4,1,1,0,1
5100401055.mp4,1,4,0,1
5100401056.mp4,2,4,0,1
5100401057.mp4,2,0,0,1
5100401059.mp4,1,1,0,1
5100401060.mp4,1,1,0,1
5100401061.mp4,0,4,0,1
5100401062.mp4,0,0,0,1
5100401063.mp4,2,2,0,1
5100401064.mp4,0,1,0,1
5100401065.mp4,0,0,0,1
5100401066.mp4,0,2,0,1
