Video,Blinking,Eyebrow Contractions,Cheek Raising,Facial Twitching,Yawning,Smiling,Frowning,Looking Away
1100011068.mp4,1,0,7,0,1,0,0,0
1100011069.mp4,1,0,3,2,1,0,0,0
1100011070.mp4,0,0,0,0,1,0,0,0
1100011071.mp4,0,0,0,1,1,0,0,0
1100011072.mp4,2,0,0,3,1,0,0,0
1100011073.mp4,2,0,0,5,1,0,0,0
1100011075.mp4,2,2,1,5,1,0,0,0
1100011076.mp4,0,0,1,0,1,0,0,0
1100011078.mp4,0,0,3,5,1,0,0,0
1100011079.mp4,0,0,6,12,1,0,0,0
1100011080.mp4,0,0,6,7,1,0,0,0
1100011081.mp4,2,0,5,7,1,1,0,0
1100011082.mp4,1,0,5,14,1,0,0,0
1100011083.mp4,3,2,4,10,1,1,0,0
1100012001.mp4,0,0,1,10,1,8,0,1
1100012003.mp4,1,0,3,8,1,3,0,0
1100012007.mp4,1,4,1,13,1,5,0,0
1100012008.mp4,0,5,1,7,1,1,0,0
1100012009.mp4,0,14,1,17,1,1,0,0
1100012010.mp4,0,2,1,3,1,2,0,0
1100012011.mp4,1,2,1,7,1,6,0,0
1100012013.mp4,0,1,1,7,1,8,0,0
1100012014.mp4,2,0,1,9,1,1,0,0
1100012015.mp4,1,3,1,14,1,1,0,0
1100012016.mp4,1,6,1,8,1,0,0,0
1100012017.mp4,0,6,1,1,1,1,0,0
1100012018.mp4,0,4,1,8,1,4,0,0
1100012021.mp4,1,4,1,22,1,4,0,0
1100012022.mp4,0,2,1,24,1,3,0,0
1100012023.mp4,1,6,1,8,1,0,0,0
1100012025.mp4,1,6,1,8,1,0,0,0
1100012026.mp4,1,4,1,16,1,1,0,0
1100012027.mp4,0,2,1,23,1,0,0,0
1100012028.mp4,0,2,1,8,1,0,0,0
1100012030.mp4,1,1,1,11,1,0,0,0
1100012031.mp4,0,3,1,14,1,0,0,0
1100012032.mp4,1,3,3,26,1,0,0,0
1100012033.mp4,1,0,2,11,1,0,0,0
1100012036.mp4,0,0,1,2,1,0,0,0
1100012037.mp4,1,3,1,9,1,0,0,0
1100012038.mp4,2,0,1,12,1,0,0,0
1100012041.mp4,1,2,1,16,1,0,0,0
1100012042.mp4,2,2,1,20,1,0,0,0
1100012045.mp4,0,1,1,9,1,0,0,0
1100012046.mp4,1,0,1,8,1,0,0,0
1100012047.mp4,2,0,1,22,1,0,0,0
1100012049.mp4,1,0,1,10,1,0,0,0
1100012050.mp4,0,0,1,6,1,0,0,0
1100012051.mp4,0,0,1,13,1,0,0,0
1100012052.mp4,1,0,1,6,1,0,0,0
1100012057.mp4,0,0,0,4,1,0,0,0
1100012059.mp4,1,2,0,10,1,0,0,0
1100012060.mp4,1,0,0,5,1,0,0,0
1100012061.mp4,0,1,0,9,1,0,0,0
1100012062.mp4,1,7,0,30,1,0,0,0
1100012063.mp4,1,1,3,13,1,0,0,0
1100012064.mp4,1,2,3,27,1,1,0,0
1100012065.mp4,0,0,3,9,1,0,0,0
1100012066.mp4,0,8,5,2,1,0,0,0
1100012069.mp4,1,1,0,11,1,0,0,0
1100021001.mp4,6,1,1,32,1,1,0,0
1100021003.mp4,2,9,1,32,1,1,0,0
1100021015.mp4,2,4,1,24,1,1,0,0
1100021038.mp4,0,7,3,25,1,1,0,1
1100021039.mp4,0,0,0,31,1,0,0,0
1100021040.mp4,0,1,1,19,1,0,0,0
1100021045.mp4,2,0,0,24,1,0,0,0
1100021050.mp4,1,1,1,1,1,0,0,0
1100021055.mp4,6,5,1,37,1,1,0,0
1100022001.mp4,1,4,1,33,1,1,0,0
1100022002.mp4,0,1,1,6,1,1,0,0
1100022003.mp4,0,15,1,4,1,1,0,0
1100022004.mp4,2,9,1,6,1,1,0,0
1100022005.mp4,1,7,1,15,1,1,0,0
1100022008.mp4,0,2,1,17,1,1,0,0
1100022009.mp4,0,3,1,27,1,1,0,0
1100022014.mp4,0,0,1,2,1,1,0,0
1100022019.mp4,0,1,1,6,1,1,0,0
1100022020.mp4,0,1,1,17,1,1,0,0
1100022021.mp4,1,3,1,34,1,1,0,0
1100022022.mp4,2,4,1,34,1,1,0,0
1100022026.mp4,1,4,1,31,1,1,0,0
1100022027.mp4,1,4,1,29,1,1,0,0
1100022028.mp4,0,2,1,11,1,1,0,0
1100022029.mp4,0,1,1,9,1,1,0,0
1100022031.mp4,0,1,1,2,1,1,0,0
1100022035.mp4,0,2,1,13,1,1,0,0
1100022038.mp4,2,1,1,17,1,1,0,0
1100022039.mp4,0,1,1,4,1,1,0,0
1100022045.mp4,0,3,1,12,1,1,0,0
1100022046.mp4,0,2,1,4,1,1,0,0
1100022047.mp4,1,7,1,15,1,1,0,0
1100022048.mp4,0,1,1,3,1,1,0,0
1100022049.mp4,0,1,1,11,1,1,0,0
1100022051.mp4,0,10,1,31,1,1,0,0
1100022052.mp4,0,1,1,6,1,1,0,0
1100022053.mp4,0,3,1,8,1,1,0,0
1100022054.mp4,1,1,1,19,1,1,0,0
1100022055.mp4,0,1,1,23,1,1,0,0
1100022056.mp4,0,1,1,6,1,1,0,0
1100022057.mp4,0,1,1,30,1,1,0,0
1100041006.mp4,2,1,3,19,1,1,0,0
1100041015.mp4,2,1,1,7,1,1,0,0
1100041016.mp4,2,1,1,5,1,1,0,0
1100041017.mp4,3,1,3,45,1,1,0,0
1100041018.mp4,1,8,0,23,1,1,0,0
1100041021.mp4,1,1,1,13,1,1,0,0
1100041022.mp4,1,1,1,20,1,1,0,0
1100041023.mp4,4,4,1,39,1,1,0,0
1100041024.mp4,6,1,1,57,1,1,0,0
1100041029.mp4,4,6,0,9,1,1,0,0
1100041034.mp4,2,1,1,11,1,3,0,0
1100041044.mp4,4,3,3,66,1,2,0,0
1100041051.mp4,8,1,1,15,1,0,0,0
1100041052.mp4,1,1,1,5,1,0,0,0
1100042009.mp4,4,1,1,10,1,0,0,0
1100042010.mp4,1,1,2,11,1,3,0,0
1100042011.mp4,0,1,1,3,1,14,0,0
1100042017.mp4,1,0,0,12,1,1,0,0
1100042018.mp4,0,0,0,6,1,0,0,0
1100042019.mp4,0,0,0,2,1,9,0,0
1100042020.mp4,0,0,0,4,1,9,0,0
1100042023.mp4,2,17,0,37,1,0,0,0
1100042024.mp4,1,5,1,2,1,0,0,0
1100042025.mp4,1,1,2,3,1,0,0,0
1100042026.mp4,1,1,14,3,1,0,0,0
1100042029.mp4,0,0,33,14,1,0,0,0
1100042030.mp4,0,0,12,7,1,0,0,0
1100042031.mp4,1,0,1,24,1,0,0,0
1100042034.mp4,0,1,1,8,1,1,0,1
1100042040.mp4,1,1,4,8,1,1,0,0
1100042041.mp4,0,0,1,2,1,1,0,0
1100042058.mp4,0,0,10,4,1,1,0,0
1100042059.mp4,3,0,0,17,1,0,0,0
1100042060.mp4,0,0,3,7,1,4,0,0
1100051002.mp4,0,7,1,3,1,0,0,1
1100051004.mp4,2,0,0,5,2,0,0,0
1100051006.mp4,0,0,0,2,1,0,0,0
1100051007.mp4,0,0,0,6,2,0,0,0
1100051008.mp4,0,0,0,2,1,0,0,0
1100051009.mp4,0,0,0,2,1,0,0,0
1100051011.mp4,1,0,0,5,1,0,0,0
1100051012.mp4,0,0,0,0,1,0,0,0
1100051013.mp4,1,0,0,4,1,0,0,0
1100051014.mp4,1,0,0,2,1,0,0,0
1100051016.mp4,1,0,0,3,1,0,0,0
1100051017.mp4,1,2,0,3,1,0,0,0
1100051019.mp4,0,0,0,1,3,0,0,0
1100051020.mp4,1,0,0,2,5,0,0,0
1100051021.mp4,0,0,0,1,1,0,0,0
1100051022.mp4,0,0,0,0,1,0,0,0
1100051023.mp4,0,0,0,0,3,0,0,0
1100051024.mp4,1,0,0,3,1,0,0,0
1100051025.mp4,3,0,0,4,1,0,0,0
1100051026.mp4,1,4,3,6,1,0,0,0
1100051028.mp4,0,2,3,1,1,0,0,0
1100051029.mp4,1,5,0,4,1,0,0,0
1100051030.mp4,0,0,0,6,1,0,0,0
1100051031.mp4,0,5,1,5,3,0,0,0
1100051032.mp4,0,0,1,2,1,0,0,0
1100051033.mp4,0,0,0,0,1,0,0,0
1100051034.mp4,0,0,0,1,1,0,0,0
1100051035.mp4,0,0,0,0,1,0,0,0
1100051036.mp4,1,0,0,0,1,0,0,0
1100051037.mp4,0,0,0,2,1,0,0,0
1100051039.mp4,0,0,0,4,1,0,0,0
1100051041.mp4,0,0,0,2,1,0,0,0
1100051042.mp4,0,0,0,0,1,0,0,0
1100051044.mp4,0,0,0,1,1,0,0,0
1100051045.mp4,0,0,0,0,1,0,0,0
1100051046.mp4,0,0,0,0,1,0,0,0
1100051048.mp4,0,0,0,1,1,0,0,0
1100051049.mp4,0,0,0,0,1,0,0,0
1100051050.mp4,0,0,0,3,1,0,0,0
1100051051.mp4,1,0,0,1,3,0,0,0
1100051052.mp4,0,0,0,1,1,0,0,0
1100051053.mp4,0,0,0,0,1,0,0,0
1100051054.mp4,0,0,0,1,1,0,0,0
1100051055.mp4,0,0,0,1,1,0,0,0
1100051056.mp4,0,0,0,1,1,0,0,0
1100051057.mp4,2,0,0,2,1,0,0,0
1100051059.mp4,0,0,0,2,1,0,0,0
1100051061.mp4,0,0,0,1,1,0,0,0
1100051062.mp4,0,2,0,1,1,0,0,0
1100051064.mp4,0,0,0,1,1,0,0,0
1100051065.mp4,0,0,0,1,1,0,0,0
1100051066.mp4,2,0,0,3,1,0,0,0
1100051067.mp4,1,0,0,4,1,0,0,0
1100051068.mp4,0,0,0,2,1,0,0,0
1100051071.mp4,1,0,1,6,1,0,0,0
1100051076.mp4,0,0,0,1,1,0,0,0
1100051078.mp4,0,0,3,2,1,0,0,0
1100051079.mp4,0,0,1,6,1,0,0,0
1100052001.mp4,3,4,1,21,1,2,0,1
1100052002.mp4,2,3,5,19,2,0,0,0
1100052006.mp4,3,0,4,11,1,0,0,0
1100052007.mp4,5,4,1,12,1,0,0,0
1100052008.mp4,1,1,0,3,1,0,0,0
1100052009.mp4,2,0,0,7,1,0,0,0
1100052014.mp4,4,1,0,12,1,0,0,0
1100052023.mp4,3,0,0,7,1,0,0,1
1100052024.mp4,0,0,0,2,1,0,0,0
1100052026.mp4,3,0,0,6,1,0,0,0
1100052027.mp4,2,0,6,4,1,0,0,0
1100052028.mp4,1,9,1,2,1,0,0,0
1100052030.mp4,0,1,1,0,1,0,0,0
1100052031.mp4,2,1,1,2,1,0,0,0
1100052032.mp4,1,5,5,3,1,0,0,0
1100052033.mp4,1,0,0,6,1,0,0,0
1100052035.mp4,0,0,2,1,1,0,0,0
1100052036.mp4,1,0,22,1,1,0,0,0
1100052037.mp4,1,0,1,1,1,0,0,0
1100052038.mp4,1,0,1,3,1,0,0,0
1100052039.mp4,4,1,1,4,1,0,0,0
1100052040.mp4,4,0,0,4,1,0,0,0
1100052041.mp4,3,0,0,4,1,0,0,0
1100052047.mp4,2,10,1,3,1,0,0,0
1100052048.mp4,2,4,1,3,1,0,0,0
1100052049.mp4,1,2,1,7,1,0,0,0
1100052051.mp4,1,5,3,5,1,0,0,1
1100052055.mp4,2,0,6,4,1,0,0,0
1100052057.mp4,1,6,1,1,1,0,0,0
1100052060.mp4,3,0,0,4,1,0,0,0
1100052061.mp4,2,0,3,6,1,0,0,0
1100052062.mp4,3,2,2,16,1,0,0,0
1100052065.mp4,2,0,1,13,1,0,0,0
1100052068.mp4,2,0,1,3,1,0,0,0
1100052070.mp4,4,1,3,8,1,0,0,1
1100061009.mp4,1,0,0,2,1,0,0,1
1100061010.mp4,2,0,0,0,1,0,0,0
1100061011.mp4,0,2,0,16,1,0,0,0
1100061012.mp4,0,0,2,22,1,0,0,0
1100061013.mp4,0,0,0,4,1,0,0,0
1100061015.mp4,0,0,0,6,1,0,0,0
1100061016.mp4,2,3,2,44,1,1,0,0
1100061018.mp4,0,3,3,3,1,0,0,0
1100061019.mp4,1,1,0,11,1,1,0,0
1100061022.mp4,3,1,2,14,1,1,1,0
1100061023.mp4,0,4,1,15,1,2,0,0
1100061025.mp4,1,3,5,14,1,1,0,1
1100061027.mp4,1,0,0,13,1,2,0,0
1100061028.mp4,1,2,1,13,1,3,0,0
1100061030.mp4,3,0,0,8,1,3,0,0
1100061031.mp4,0,2,0,11,1,7,0,0
1100061032.mp4,1,1,1,17,1,6,0,0
1100061033.mp4,0,1,1,7,1,3,0,0
1100061034.mp4,0,2,1,14,1,1,0,0
1100061035.mp4,3,3,3,29,1,1,0,0
1100061036.mp4,2,3,2,9,1,1,0,0
1100061038.mp4,0,1,1,5,1,1,0,0
1100061039.mp4,1,4,1,3,1,1,0,0
1100061040.mp4,0,0,1,1,1,1,0,0
1100061042.mp4,4,1,4,12,1,1,0,0
1100061043.mp4,1,5,3,11,1,1,0,0
1100061044.mp4,0,2,1,2,1,1,0,0
1100061046.mp4,0,1,2,11,1,1,0,0
1100061047.mp4,3,5,8,22,1,1,0,0
1100061048.mp4,0,6,4,17,1,1,0,0
1100061049.mp4,1,2,1,7,1,1,0,0
1100061050.mp4,2,1,1,8,1,1,0,0
1100061051.mp4,0,1,1,3,1,1,0,0
1100061053.mp4,0,1,1,3,1,2,0,0
1100061057.mp4,0,1,2,3,1,2,0,0
1100061058.mp4,4,1,1,8,1,3,0,0
1100061061.mp4,0,1,1,2,1,1,0,0
1100061063.mp4,0,3,4,5,1,2,0,0
1100061064.mp4,1,5,8,4,1,2,0,0
1100061067.mp4,1,3,0,3,1,0,0,0
1100061068.mp4,0,1,4,2,1,0,0,0
1100061069.mp4,1,2,2,8,1,2,0,0
1100061073.mp4,2,4,3,13,1,1,0,0
1100061074.mp4,4,2,3,24,1,1,0,0
1100061077.mp4,1,1,1,13,1,1,0,0
1100061078.mp4,1,1,4,18,1,1,0,0
1100062004.mp4,1,0,1,14,1,1,0,1
1100062005.mp4,1,0,1,11,1,1,0,0
1100062007.mp4,0,3,1,15,1,1,0,0
1100062008.mp4,2,3,1,32,1,1,0,0
1100062009.mp4,1,1,1,21,1,1,0,0
1100062016.mp4,1,3,1,27,1,1,0,0
1100062017.mp4,0,0,1,11,1,1,0,0
1100062024.mp4,0,2,5,19,1,2,0,1
1100062028.mp4,1,1,1,11,1,5,0,0
1100062029.mp4,1,4,3,12,1,9,0,0
1100062036.mp4,2,4,1,18,1,4,0,0
1100062037.mp4,0,0,1,3,1,2,0,0
1100062044.mp4,0,3,1,5,1,2,0,0
1100062045.mp4,0,1,1,4,1,0,0,0
1100062046.mp4,2,0,2,9,1,2,0,0
1100062049.mp4,2,0,1,2,1,0,0,1
1100062051.mp4,1,1,2,13,1,0,0,0
1100062053.mp4,1,1,1,2,1,9,0,0
1100062054.mp4,0,3,1,14,1,2,0,0
1100062059.mp4,0,0,2,15,1,0,0,1
1100062060.mp4,0,2,4,6,1,0,0,0
1100062061.mp4,1,5,2,9,1,0,0,0
1100062062.mp4,1,2,11,5,1,0,0,0
1100062063.mp4,2,3,3,10,1,0,0,0
1100062064.mp4,1,2,2,5,1,0,0,0
1100062065.mp4,0,0,0,1,1,0,0,0
1100062066.mp4,1,1,0,7,1,0,0,0
1100062067.mp4,0,0,0,0,1,0,0,0
1100062068.mp4,1,0,0,12,1,0,0,0
1100062069.mp4,2,0,0,5,1,0,0,0
1100062070.mp4,3,1,1,14,1,0,0,0
1100062071.mp4,1,1,1,2,1,0,0,0
1100062072.mp4,2,1,1,1,1,0,0,0
1100071005.mp4,0,0,0,3,1,0,0,1
1100071006.mp4,0,0,0,4,1,0,0,0
1100071007.mp4,0,0,0,2,1,0,0,0
1100071008.mp4,1,0,0,2,1,0,0,0
1100071009.mp4,0,0,0,1,1,0,0,0
1100071010.mp4,1,0,0,6,1,0,0,0
1100071011.mp4,1,0,0,4,1,0,0,0
1100071012.mp4,1,0,0,1,1,0,0,0
1100071013.mp4,1,0,0,3,1,0,0,0
1100071014.mp4,1,0,0,1,1,0,0,0
1100071015.mp4,1,0,0,1,1,0,0,0
1100071016.mp4,0,0,0,1,1,0,0,0
1100071017.mp4,1,0,0,6,1,0,0,0
1100071018.mp4,1,0,0,1,1,0,0,0
1100071019.mp4,1,0,0,1,1,0,0,0
1100071020.mp4,1,0,0,2,1,0,0,0
1100071021.mp4,1,0,0,2,1,0,0,0
1100071022.mp4,2,0,0,2,1,0,0,0
1100071023.mp4,0,0,0,0,1,0,0,0
1100071024.mp4,0,0,0,2,1,0,0,0
1100071026.mp4,1,1,0,4,1,0,0,0
1100071027.mp4,1,0,0,1,1,0,0,0
1100071028.mp4,0,0,0,3,1,0,0,0
1100071029.mp4,0,0,0,3,1,0,0,0
1100071030.mp4,2,0,0,3,1,0,0,0
1100071031.mp4,1,0,0,4,1,0,0,0
1100071032.mp4,1,0,0,1,1,0,0,0
1100071033.mp4,1,0,0,0,1,0,0,0
1100071034.mp4,1,0,0,0,1,0,0,0
1100071035.mp4,1,0,0,0,1,0,0,0
1100071036.mp4,1,0,0,1,1,0,0,0
1100071037.mp4,1,0,0,2,1,0,0,0
1100071040.mp4,1,0,0,2,1,0,0,0
1100071041.mp4,2,0,0,2,1,0,0,0
1100071042.mp4,0,0,0,2,1,0,0,0
1100071043.mp4,1,0,0,3,1,0,0,0
1100071044.mp4,3,2,1,18,1,0,0,0
1100071045.mp4,1,0,0,1,1,0,0,0
1100071046.mp4,0,0,0,1,1,0,0,0
1100071047.mp4,0,1,0,5,1,0,0,0
1100071049.mp4,1,0,0,2,1,0,0,0
1100071050.mp4,1,0,0,1,1,0,0,0
1100071052.mp4,2,0,0,4,1,0,0,0
1100071054.mp4,1,0,0,1,1,0,0,0
1100071055.mp4,0,0,0,1,1,0,0,0
1100071056.mp4,1,0,0,3,1,0,0,0
1100071057.mp4,0,0,0,2,1,0,0,0
1100071058.mp4,1,0,0,2,1,0,0,0
1100071059.mp4,3,0,0,3,1,0,0,0
1100071060.mp4,2,0,0,0,1,0,0,0
1100071061.mp4,0,0,0,1,1,0,0,0
1100071062.mp4,1,0,0,3,1,0,0,0
1100071063.mp4,0,0,0,2,1,0,0,0
1100071064.mp4,0,0,0,0,1,0,0,0
1100071065.mp4,3,0,0,3,1,0,0,0
1100071066.mp4,4,0,0,5,1,0,0,0
1100071067.mp4,1,0,0,2,1,0,0,0
1100071069.mp4,1,0,0,5,1,0,0,0
1100071070.mp4,0,0,0,2,1,0,0,0
1100071071.mp4,1,0,0,2,1,0,0,0
1100071072.mp4,4,0,0,6,1,0,0,0
1100071073.mp4,2,0,0,3,1,0,0,0
1100071074.mp4,1,0,0,2,1,0,0,0
1100071075.mp4,2,0,0,5,1,0,0,0
1100071076.mp4,1,0,0,3,1,0,0,0
1100071077.mp4,1,0,0,1,1,0,0,0
1100071078.mp4,1,0,0,1,1,0,0,0
1100071079.mp4,2,0,0,2,1,0,0,0
1100071080.mp4,2,0,0,1,1,1,0,0
1100071081.mp4,2,0,0,3,1,0,0,0
1100072001.mp4,2,0,0,18,1,1,0,0
1100072002.mp4,2,0,0,13,1,0,0,0
1100072003.mp4,1,0,0,12,1,0,0,0
1100072004.mp4,2,0,0,13,1,0,0,0
1100072006.mp4,2,0,0,10,1,0,0,0
1100072007.mp4,1,0,0,12,1,0,0,0
1100072008.mp4,1,0,0,10,1,0,0,0
1100072009.mp4,2,0,0,11,1,0,0,0
1100072010.mp4,1,0,0,17,1,1,0,0
1100072011.mp4,1,0,0,10,1,0,0,0
1100072012.mp4,2,0,0,12,1,0,0,0
1100072013.mp4,1,0,0,8,1,0,0,0
1100072014.mp4,1,0,0,14,1,0,0,0
1100072015.mp4,0,0,0,19,1,0,0,0
1100072016.mp4,3,1,0,14,1,0,0,0
1100072021.mp4,2,0,0,3,1,0,0,0
1100072022.mp4,2,0,0,5,1,0,0,0
1100072023.mp4,1,0,0,1,1,0,0,0
1100072024.mp4,2,0,1,6,1,0,0,0
1100072027.mp4,0,0,0,5,1,0,0,0
1100072028.mp4,1,0,0,2,1,0,0,0
1100072029.mp4,1,0,0,2,1,0,0,0
1100072030.mp4,1,0,0,11,1,0,0,0
1100072031.mp4,1,0,1,7,1,0,0,0
1100072032.mp4,2,0,0,3,1,0,0,0
1100072033.mp4,2,0,0,2,1,0,0,0
1100072034.mp4,2,0,0,3,1,0,0,0
1100072036.mp4,1,0,0,7,1,0,0,0
1100072037.mp4,1,0,0,2,1,0,0,0
1100072038.mp4,1,0,0,0,1,0,0,0
1100072039.mp4,1,0,0,3,1,0,0,0
1100072040.mp4,1,0,0,0,1,0,0,0
1100072042.mp4,2,0,0,5,1,0,0,0
1100072043.mp4,2,0,0,5,1,0,0,0
1100072045.mp4,2,0,0,3,1,0,0,0
1100072047.mp4,1,0,0,3,1,0,0,0
1100072048.mp4,1,0,0,2,1,0,0,0
1100072049.mp4,3,0,0,4,1,0,0,0
1100072050.mp4,0,0,0,6,1,1,0,0
1100072051.mp4,1,0,0,2,1,0,0,0
1100072052.mp4,1,0,0,1,1,0,0,0
1100072053.mp4,2,0,0,6,1,0,0,0
1100072054.mp4,1,0,0,5,1,0,0,0
1100072056.mp4,2,0,0,3,1,0,0,0
1100072057.mp4,2,0,0,6,1,0,0,0
1100072058.mp4,4,0,0,4,1,0,0,0
1100072059.mp4,1,0,0,2,1,0,0,0
1100072060.mp4,2,0,1,4,1,0,0,0
1100072061.mp4,2,0,3,23,1,0,0,0
1100072062.mp4,0,0,0,3,1,1,0,0
1100072063.mp4,1,0,0,1,1,0,0,0
1100072065.mp4,1,0,0,2,1,0,0,0
1100072066.mp4,1,0,0,1,1,0,0,0
1100072067.mp4,2,0,0,4,1,0,0,0
1100072068.mp4,1,2,0,2,1,0,0,0
1100072069.mp4,1,0,0,6,1,0,0,0
1100072070.mp4,1,0,0,5,1,0,0,0
1100072071.mp4,1,0,0,2,1,0,0,0
1100072072.mp4,2,0,0,4,1,0,0,0
1100072073.mp4,2,0,0,2,1,0,0,0
1100072074.mp4,2,0,0,3,1,0,0,0
1100072075.mp4,0,0,0,0,1,0,0,0
1100072076.mp4,1,0,0,2,1,0,0,0
1100072077.mp4,2,0,0,4,1,0,0,0
1100072078.mp4,0,0,0,1,1,0,0,0
1100072079.mp4,3,0,0,7,1,1,0,0
1100072080.mp4,3,0,4,5,1,3,0,0
1100072081.mp4,1,0,0,12,1,0,0,0
1100072082.mp4,1,0,0,1,1,0,0,0
1100072083.mp4,3,0,1,2,1,0,0,0
1100072084.mp4,3,0,1,2,1,0,0,0
1100072085.mp4,0,0,0,1,1,0,0,0
1100081044.mp4,0,6,1,14,1,1,0,1
1100081045.mp4,0,20,1,16,1,1,0,0
1100081046.mp4,0,3,1,27,1,1,0,0
1100081047.mp4,0,0,1,21,1,1,0,0
1100081048.mp4,0,30,1,29,1,1,0,0
1100082002.mp4,1,0,1,27,1,1,0,0
1100082003.mp4,1,1,1,31,1,1,0,0
1100082018.mp4,1,0,1,26,1,1,0,0
1100082027.mp4,1,5,1,14,1,1,0,0
1100102003.mp4,4,18,1,21,1,1,0,1
1100111001.mp4,3,0,6,39,1,0,0,1
1100111002.mp4,0,0,1,5,1,0,0,0
1100111003.mp4,0,0,1,3,1,0,0,0
1100111008.mp4,1,0,1,2,1,0,0,0
1100111009.mp4,2,0,1,3,1,0,0,0
1100111010.mp4,0,0,1,2,1,0,0,0
1100111011.mp4,0,0,1,0,1,0,0,0
1100111012.mp4,1,0,1,0,1,0,0,0
1100111013.mp4,1,0,1,3,1,0,0,0
1100111014.mp4,0,0,1,2,1,0,0,0
1100111016.mp4,1,0,1,1,1,0,0,0
1100111017.mp4,1,0,1,0,1,0,0,0
1100111018.mp4,0,0,1,1,1,0,0,0
1100111019.mp4,0,0,1,0,1,0,0,0
1100111021.mp4,1,0,1,3,1,0,0,0
1100111023.mp4,0,0,1,0,1,0,0,0
1100111025.mp4,1,0,1,1,1,0,0,0
1100111026.mp4,1,0,1,2,1,0,0,0
1100111027.mp4,0,0,1,1,1,0,0,0
1100111029.mp4,0,0,1,4,1,0,0,0
1100111030.mp4,3,0,1,0,1,0,0,0
1100111032.mp4,0,0,1,8,1,0,0,0
1100112001.mp4,2,0,3,4,1,0,0,0
1100112002.mp4,0,0,7,3,1,0,0,0
1100112003.mp4,0,0,15,1,1,0,0,0
1100112004.mp4,0,0,1,0,1,0,0,0
1100112006.mp4,0,0,1,2,1,0,0,0
1100112007.mp4,0,0,1,0,1,0,0,0
1100112008.mp4,1,0,1,2,1,0,0,0
1100112009.mp4,0,0,1,0,1,0,0,0
1100112010.mp4,0,0,1,0,1,0,0,0
1100112011.mp4,0,0,1,1,1,0,0,0
1100112012.mp4,0,0,1,0,1,0,0,0
1100112013.mp4,0,0,6,0,1,0,0,0
1100112014.mp4,0,0,10,0,1,0,0,0
1100112015.mp4,0,0,6,2,1,0,0,0
1100112016.mp4,0,0,7,1,1,0,0,0
1100112017.mp4,0,0,11,0,1,0,0,0
1100112018.mp4,0,0,7,0,1,0,0,0
1100112021.mp4,1,1,10,8,1,0,0,0
1100112022.mp4,0,0,10,10,1,0,0,0
1100112024.mp4,0,0,10,3,1,0,0,0
