Video,Blink_Count,Head_Movements,Eyebrow_Contractions,Cheek_Raisings,Facial_Twitches,Estimated_Focus
5000671016.mp4,19,0,100,100,100,26.25
5000671017.mp4,57,0,100,98,100,25.0
5000671018.mp4,4,0,100,12,100,45.0
5000671019.mp4,32,0,100,100,100,25.0
5000671020.mp4,37,0,100,100,100,25.0
5000671022.mp4,21,0,100,7,100,29.5
5000671023.mp4,0,0,100,100,100,50.0
5000671024.mp4,0,0,100,100,100,50.0
5000671026.mp4,11,0,99,100,100,36.25
5000671027.mp4,11,0,100,100,100,36.25
5000671028.mp4,4,0,90,100,100,45.0
5000671029.mp4,3,0,18,15,18,46.25
5000671030.mp4,0,0,9,0,9,68.5
5000671031.mp4,9,0,66,35,66,38.75
5000671032.mp4,21,0,100,100,100,25.0
5000671033.mp4,0,0,100,100,100,50.0
5000671034.mp4,6,0,100,100,100,42.5
5000671035.mp4,10,0,100,100,100,37.5
5000671036.mp4,12,0,100,100,100,35.0
5000671037.mp4,11,0,100,100,100,36.25
5000671038.mp4,0,0,92,0,100,65.0
5000671039.mp4,0,0,77,0,100,65.0
5000671040.mp4,3,0,25,0,91,61.25000000000001
5000671041.mp4,23,0,100,100,100,25.0
5000671042.mp4,4,0,100,100,100,45.0
5000671043.mp4,0,0,98,98,98,50.0
5000671046.mp4,16,0,51,51,51,30.0
5000671047.mp4,18,0,100,100,100,27.500000000000004
5000671048.mp4,61,0,100,100,100,25.0
5000671049.mp4,32,0,100,100,100,25.0
5000671050.mp4,6,0,37,37,37,42.5
5000671051.mp4,0,0,0,0,0,100.0
5000671053.mp4,62,0,98,63,100,25.0
5000671055.mp4,11,0,100,98,100,36.25
5000671056.mp4,0,0,100,0,100,65.0
5000671057.mp4,13,0,100,0,100,48.75000000000001
5000671058.mp4,39,0,63,0,100,40.0
5000671059.mp4,7,2,90,29,96,37.916666666666664
5000671060.mp4,73,0,100,100,100,25.0
5000671061.mp4,29,0,100,100,100,25.0
5000671062.mp4,18,0,100,100,100,27.500000000000004
5000671063.mp4,19,0,100,34,100,26.25
5000671064.mp4,3,0,100,100,100,46.25
5000671065.mp4,7,0,100,100,100,41.25
5000671066.mp4,30,0,100,100,100,25.0
5000671067.mp4,5,0,100,100,100,43.75
5000671069.mp4,11,0,100,100,100,36.25
5000671070.mp4,55,0,100,100,100,25.0
5000671071.mp4,11,0,100,100,100,36.25
5000672002.mp4,4,0,100,61,100,45.0
5000672004.mp4,0,0,100,0,100,65.0
5000672005.mp4,2,0,100,0,100,62.5
5000672006.mp4,42,0,100,98,100,25.0
5000672007.mp4,38,0,100,100,100,25.0
5000672008.mp4,4,0,100,100,100,45.0
5000672010.mp4,0,0,100,100,100,50.0
5000672011.mp4,21,0,100,100,100,25.0
5000672012.mp4,9,0,100,61,100,38.75
5000672013.mp4,0,0,100,0,100,65.0
5000672014.mp4,4,0,100,100,100,45.0
5000672016.mp4,0,0,100,100,100,50.0
5000672017.mp4,7,0,100,100,100,41.25
5000672019.mp4,24,0,100,39,100,25.0
5000672020.mp4,5,0,100,78,100,43.75
5000672021.mp4,41,0,100,100,100,25.0
5000672022.mp4,4,0,100,100,100,45.0
5000672023.mp4,3,0,100,100,100,46.25
5000672024.mp4,1,0,100,100,100,48.75
5000672025.mp4,3,0,100,52,100,46.25
5000672026.mp4,1,0,100,100,100,48.75
5000672027.mp4,16,0,100,43,100,30.0
5000672030.mp4,42,0,100,100,100,25.0
5000672031.mp4,11,0,100,100,100,36.25
5000672033.mp4,0,0,100,100,100,50.0
5000672034.mp4,33,0,100,100,100,25.0
5000672035.mp4,8,0,100,100,100,40.0
5000672036.mp4,4,0,100,100,100,45.0
5000672038.mp4,2,0,100,100,100,47.5
5000672042.mp4,0,0,100,100,100,50.0
5000672043.mp4,2,0,100,0,100,62.5
5000672044.mp4,19,0,100,4,100,35.25
5000672045.mp4,9,0,100,100,100,38.75
5000672046.mp4,32,0,100,100,100,25.0
5000672047.mp4,0,0,100,100,100,50.0
5000672048.mp4,20,0,100,100,100,25.0
5000672049.mp4,14,0,100,100,100,32.5
5000672050.mp4,20,0,100,100,100,25.0
5000672051.mp4,4,0,100,100,100,45.0
5000672052.mp4,83,0,46,100,100,25.0
5000672053.mp4,25,0,100,100,100,25.0
5000672054.mp4,3,0,100,100,100,46.25
5000672055.mp4,3,0,100,100,100,46.25
5000672056.mp4,5,0,100,100,100,43.75
5000672057.mp4,35,0,100,100,100,25.0
5000672058.mp4,0,0,100,100,100,50.0
5000672059.mp4,13,0,100,100,100,33.75
5000672060.mp4,3,0,100,100,100,46.25
5000672062.mp4,1,0,100,100,100,48.75
5000672064.mp4,1,0,100,100,100,48.75
5000672065.mp4,7,0,100,100,100,41.25
5000672066.mp4,6,0,100,100,100,42.5
5000672067.mp4,18,0,100,100,100,27.500000000000004
5000672068.mp4,0,0,100,100,100,50.0
5000672070.mp4,11,0,100,0,100,51.24999999999999
5000672071.mp4,16,0,100,34,100,30.0
5000672072.mp4,3,1,99,0,100,59.583333333333336
5000672074.mp4,47,0,100,47,100,25.0
5000672075.mp4,32,0,100,100,100,25.0
5000672076.mp4,3,0,100,46,100,46.25
5000672077.mp4,0,0,100,66,100,50.0
5000672081.mp4,42,0,100,13,100,25.0
5000672082.mp4,10,0,82,74,82,37.5
5000951001.mp4,0,0,7,100,100,54.50000000000001
5000951002.mp4,0,0,0,100,100,65.0
5000951003.mp4,0,0,0,100,100,65.0
5000951004.mp4,0,0,0,100,100,65.0
5000951005.mp4,0,0,0,100,100,65.0
5000951006.mp4,0,0,0,100,100,65.0
5000951007.mp4,0,0,12,100,100,50.0
5000951008.mp4,0,0,8,100,100,53.0
5000951009.mp4,2,0,21,100,100,47.5
5000951010.mp4,0,1,3,96,96,58.833333333333336
5000951011.mp4,0,0,73,100,100,50.0
5000951012.mp4,0,0,32,100,100,50.0
5000951013.mp4,0,0,100,100,100,50.0
5000951015.mp4,1,0,6,39,39,54.75
5000951016.mp4,1,0,16,43,43,48.75
5000951017.mp4,0,0,5,100,100,57.49999999999999
5000951018.mp4,0,0,0,62,62,65.0
5000951019.mp4,0,0,0,28,28,65.0
5000951021.mp4,4,0,0,13,13,60.0
5000951023.mp4,0,0,0,0,0,100.0
5000951024.mp4,0,0,2,39,39,62.0
5000951025.mp4,0,0,84,100,100,50.0
5000951027.mp4,2,0,31,100,100,47.5
5000951028.mp4,0,0,20,100,100,50.0
5000951033.mp4,0,0,86,100,100,50.0
5000951034.mp4,0,0,37,92,98,50.0
5000951035.mp4,0,0,11,100,100,50.0
5000951037.mp4,0,0,1,100,100,63.5
5000951039.mp4,0,0,0,100,100,65.0
5000951040.mp4,0,0,0,100,100,65.0
5000951042.mp4,0,0,0,100,100,65.0
5000951043.mp4,0,0,0,100,100,65.0
5000951044.mp4,0,0,0,100,100,65.0
5000951045.mp4,0,0,0,100,100,65.0
5000951047.mp4,0,0,3,100,100,60.5
5000951049.mp4,0,0,0,100,100,65.0
5000951051.mp4,0,0,0,100,100,65.0
5000951052.mp4,0,0,0,100,100,65.0
5000951053.mp4,0,0,0,100,100,65.0
5000951054.mp4,0,0,0,100,100,65.0
5000951055.mp4,0,0,0,100,100,65.0
5000951056.mp4,0,0,0,100,100,65.0
5000951057.mp4,0,0,0,100,100,65.0
5000951058.mp4,0,0,0,100,100,65.0
5000951060.mp4,0,0,0,100,100,65.0
5000951061.mp4,0,0,0,100,100,65.0
5000951062.mp4,10,0,38,100,100,37.5
5000951063.mp4,0,0,2,100,100,62.0
5000951065.mp4,0,0,0,100,100,65.0
5000951066.mp4,0,0,0,100,100,65.0
5000951067.mp4,0,0,0,100,100,65.0
5000952002.mp4,0,0,0,100,100,65.0
5000952003.mp4,0,0,0,100,100,65.0
5000952004.mp4,0,0,0,100,100,65.0
5000952005.mp4,1,0,0,100,100,63.74999999999999
5000952007.mp4,0,0,0,100,100,65.0
5000952008.mp4,0,0,0,100,100,65.0
5000952011.mp4,0,0,0,100,100,65.0
5000952013.mp4,0,0,0,100,100,65.0
5000952014.mp4,0,0,0,100,100,65.0
5000952015.mp4,0,0,0,100,100,65.0
5000952016.mp4,0,0,0,100,100,65.0
5000952017.mp4,0,3,9,99,99,46.5
5000952018.mp4,0,0,0,100,100,65.0
5000952020.mp4,22,0,0,100,100,40.0
5000952021.mp4,2,0,0,100,100,62.5
5000952022.mp4,0,0,0,100,100,65.0
5000952023.mp4,0,0,0,100,100,65.0
5000952024.mp4,0,0,0,100,100,65.0
5000952025.mp4,0,0,0,100,100,65.0
5000952026.mp4,0,0,0,100,100,65.0
5000952027.mp4,0,0,0,100,100,65.0
5000952028.mp4,0,0,0,100,100,65.0
5000952029.mp4,0,0,0,100,100,65.0
5000952031.mp4,0,0,0,100,100,65.0
5000952032.mp4,0,0,0,100,100,65.0
5000952033.mp4,0,0,2,100,100,62.0
5000952034.mp4,0,0,0,100,100,65.0
5000952035.mp4,0,0,0,100,100,65.0
5000952036.mp4,0,0,0,100,100,65.0
5000952038.mp4,0,0,0,99,99,65.0
5000952040.mp4,0,0,0,100,100,65.0
5000952041.mp4,0,0,0,100,100,65.0
5000952042.mp4,0,0,0,100,100,65.0
5000952044.mp4,0,0,0,100,100,65.0
5000952045.mp4,0,0,0,100,100,65.0
5000952046.mp4,0,0,0,100,100,65.0
5000952048.mp4,0,0,0,100,100,65.0
5000952050.mp4,0,0,0,99,99,65.0
5000952052.mp4,0,0,0,100,100,65.0
5000952053.mp4,0,0,0,100,100,65.0
5000952054.mp4,0,0,0,100,100,65.0
5000952055.mp4,0,0,0,100,100,65.0
5000952060.mp4,0,0,0,100,100,65.0
5000952061.mp4,0,0,0,100,100,65.0
5000952062.mp4,0,0,0,100,100,65.0
5000952063.mp4,0,0,0,100,100,65.0
5000952064.mp4,0,0,0,100,100,65.0
5000952065.mp4,0,0,0,100,100,65.0
5000952066.mp4,0,0,0,100,100,65.0
5000952068.mp4,0,0,0,100,100,65.0
5000952069.mp4,0,0,0,100,100,65.0
5000952070.mp4,0,0,1,100,100,63.5
5000952071.mp4,0,0,0,100,100,65.0
5000952072.mp4,0,0,0,100,100,65.0
5000952073.mp4,0,0,0,100,100,65.0
5000952075.mp4,0,0,0,100,100,65.0
5000952076.mp4,0,0,0,100,100,65.0
5000952077.mp4,0,0,0,100,100,65.0
5000952078.mp4,0,0,0,100,100,65.0
5000952080.mp4,0,0,0,100,100,65.0
5000952083.mp4,0,0,2,100,100,62.0
5100091001.mp4,34,0,89,18,100,25.0
5100091003.mp4,0,0,100,91,100,50.0
5100091004.mp4,0,0,100,100,100,50.0
5100091005.mp4,10,0,100,97,100,37.5
5100091006.mp4,3,0,100,100,100,46.25
5100091007.mp4,3,0,100,94,100,46.25
5100091008.mp4,0,0,100,100,100,50.0
5100091009.mp4,3,0,100,82,100,46.25
5100091010.mp4,0,0,100,10,100,50.0
5100091012.mp4,3,0,100,26,100,46.25
5100091017.mp4,3,0,99,100,100,46.25
5100091019.mp4,7,0,100,100,100,41.25
5100091020.mp4,0,0,100,100,100,50.0
5100091025.mp4,0,0,100,100,100,50.0
5100091026.mp4,0,0,100,100,100,50.0
5100091027.mp4,4,0,100,100,100,45.0
5100091028.mp4,0,0,98,100,100,50.0
5100091032.mp4,6,0,100,0,100,57.49999999999999
5100091033.mp4,3,0,100,0,100,61.25000000000001
5100091034.mp4,0,0,100,0,100,65.0
5100091035.mp4,0,0,100,0,100,65.0
5100091036.mp4,2,0,100,0,100,62.5
5100091038.mp4,0,0,100,90,100,50.0
5100091039.mp4,3,0,100,62,100,46.25
5100091042.mp4,0,0,100,100,100,50.0
5100091046.mp4,0,0,100,100,100,50.0
5100091049.mp4,5,0,100,61,100,43.75
5100091050.mp4,0,0,100,33,100,50.0
5100091051.mp4,9,0,100,21,100,38.75
5100091053.mp4,0,0,100,93,100,50.0
5100091055.mp4,0,0,100,27,100,50.0
5100091056.mp4,0,0,100,40,100,50.0
5100091057.mp4,0,0,100,42,100,50.0
5100091058.mp4,0,0,100,44,100,50.0
5100091059.mp4,3,1,100,100,100,44.58333333333333
5100091062.mp4,4,0,100,98,100,45.0
5100091064.mp4,0,0,100,53,100,50.0
5100091065.mp4,6,4,78,56,100,35.833333333333336
5100091066.mp4,2,0,100,0,100,62.5
5100091067.mp4,0,0,100,0,100,65.0
5100091068.mp4,0,0,100,100,100,50.0
5100091069.mp4,0,0,100,100,100,50.0
5100092002.mp4,1,0,100,13,100,48.75
5100092003.mp4,0,0,100,90,100,50.0
5100092005.mp4,0,0,100,72,100,50.0
5100092006.mp4,0,0,100,100,100,50.0
5100092008.mp4,0,0,100,72,100,50.0
5100092010.mp4,0,0,100,93,100,50.0
5100092011.mp4,0,0,100,94,100,50.0
5100092013.mp4,0,0,100,93,100,50.0
5100092017.mp4,29,0,100,86,100,25.0
5100092019.mp4,0,0,100,100,100,50.0
5100092021.mp4,0,0,100,100,100,50.0
5100092022.mp4,0,0,100,100,100,50.0
5100092023.mp4,0,0,100,100,100,50.0
5100092026.mp4,0,0,100,100,100,50.0
5100092027.mp4,0,0,100,100,100,50.0
5100092032.mp4,1,0,100,78,100,48.75
5100092033.mp4,2,0,100,5,100,54.99999999999999
5100092034.mp4,2,0,100,0,100,62.5
5100092035.mp4,0,0,100,83,100,50.0
5100092037.mp4,0,0,100,100,100,50.0
5100092038.mp4,0,0,100,100,100,50.0
5100092039.mp4,0,0,100,100,100,50.0
5100092040.mp4,0,0,100,100,100,50.0
5100092041.mp4,6,0,100,100,100,42.5
5100092042.mp4,0,0,100,100,100,50.0
5100092043.mp4,0,0,100,100,100,50.0
5100092044.mp4,0,0,100,100,100,50.0
5100092045.mp4,0,0,100,100,100,50.0
5100092053.mp4,0,0,100,100,100,50.0
5100092056.mp4,0,0,100,38,100,50.0
5100092057.mp4,0,0,100,24,100,50.0
5100092060.mp4,0,0,100,100,100,50.0
5100092061.mp4,3,0,100,100,100,46.25
5100092062.mp4,0,0,100,100,100,50.0
5100092063.mp4,0,0,100,100,100,50.0
5100092064.mp4,0,0,100,100,100,50.0
5100092065.mp4,0,0,100,100,100,50.0
5100092067.mp4,0,0,100,100,100,50.0
5100092068.mp4,0,0,100,100,100,50.0
5100092069.mp4,0,0,100,100,100,50.0
5100092071.mp4,1,0,100,99,100,48.75
5100092072.mp4,0,0,100,100,100,50.0
5100341002.mp4,0,0,100,100,100,50.0
5100341003.mp4,0,0,100,100,100,50.0
5100341004.mp4,0,0,100,100,100,50.0
5100341005.mp4,0,0,100,100,100,50.0
5100341006.mp4,0,0,100,100,100,50.0
5100341008.mp4,0,0,100,100,100,50.0
5100341009.mp4,0,0,100,100,100,50.0
5100341010.mp4,0,0,100,100,100,50.0
5100341012.mp4,0,0,100,100,100,50.0
5100341013.mp4,0,0,100,100,100,50.0
5100341014.mp4,0,0,100,100,100,50.0
5100341015.mp4,0,0,100,100,100,50.0
5100341016.mp4,0,0,100,100,100,50.0
5100341017.mp4,0,0,100,100,100,50.0
5100341019.mp4,0,0,100,100,100,50.0
5100341020.mp4,0,0,100,100,100,50.0
5100341021.mp4,0,0,100,100,100,50.0
5100341022.mp4,0,0,100,100,100,50.0
5100341023.mp4,2,0,100,100,100,47.5
5100341024.mp4,0,0,100,100,100,50.0
5100341025.mp4,0,0,100,100,100,50.0
5100341026.mp4,0,0,100,100,100,50.0
5100341027.mp4,0,0,100,100,100,50.0
5100341028.mp4,0,0,100,100,100,50.0
5100341030.mp4,0,0,100,100,100,50.0
5100341031.mp4,0,0,99,100,100,50.0
5100341032.mp4,0,0,99,100,100,50.0
5100341033.mp4,0,0,100,100,100,50.0
5100341034.mp4,0,0,100,100,100,50.0
5100341035.mp4,0,0,100,100,100,50.0
5100341037.mp4,0,0,100,100,100,50.0
5100341038.mp4,0,0,99,100,100,50.0
5100341039.mp4,0,0,100,100,100,50.0
5100341042.mp4,0,0,100,100,100,50.0
5100341043.mp4,0,0,100,100,100,50.0
5100341046.mp4,0,0,100,100,100,50.0
5100341048.mp4,0,0,100,100,100,50.0
5100341050.mp4,0,0,100,100,100,50.0
5100341052.mp4,0,0,100,100,100,50.0
5100341054.mp4,0,0,100,100,100,50.0
5100341055.mp4,0,0,100,100,100,50.0
5100341056.mp4,0,0,100,100,100,50.0
5100341057.mp4,0,0,100,100,100,50.0
5100341058.mp4,0,0,100,100,100,50.0
5100341061.mp4,0,0,100,100,100,50.0
5100341062.mp4,0,0,100,100,100,50.0
5100341065.mp4,0,0,100,100,100,50.0
5100341067.mp4,0,0,100,100,100,50.0
5100341068.mp4,0,0,100,100,100,50.0
5100341070.mp4,0,0,100,100,100,50.0
5100341071.mp4,0,0,100,100,100,50.0
5100341072.mp4,0,0,100,100,100,50.0
5100341074.mp4,0,0,100,100,100,50.0
5100341075.mp4,0,0,100,100,100,50.0
5100341076.mp4,0,0,100,100,100,50.0
5100341077.mp4,0,0,100,100,100,50.0
5100341078.mp4,0,0,100,100,100,50.0
5100341079.mp4,0,0,100,100,100,50.0
5100342002.mp4,0,6,100,0,100,55.00000000000001
5100342003.mp4,1,0,100,0,100,63.74999999999999
5100342007.mp4,5,0,100,2,100,55.75
5100342008.mp4,0,4,100,0,100,58.333333333333336
5100342009.mp4,5,0,100,0,100,58.75
5100342012.mp4,0,10,100,0,100,48.33333333333334
5100342016.mp4,2,12,90,98,100,27.500000000000004
5100342017.mp4,0,0,100,100,100,50.0
5100342018.mp4,0,0,100,100,100,50.0
5100342020.mp4,0,1,100,49,100,48.333333333333336
5100342022.mp4,100,0,100,0,100,40.0
5100342023.mp4,100,0,100,0,100,40.0
5100342024.mp4,100,0,100,0,100,40.0
5100342025.mp4,100,0,100,0,100,40.0
5100342028.mp4,2,0,0,92,92,62.5
5100342030.mp4,2,0,0,100,100,62.5
5100342031.mp4,2,0,0,99,99,62.5
5100342034.mp4,0,0,0,100,100,65.0
5100342036.mp4,0,0,0,100,100,65.0
5100342042.mp4,39,0,0,0,100,55.00000000000001
5100342043.mp4,0,0,100,0,100,65.0
5100342045.mp4,0,0,91,100,100,50.0
5100342048.mp4,1,0,100,100,100,48.75
5100351001.mp4,12,0,100,95,100,35.0
5100351002.mp4,8,0,100,90,100,40.0
5100351004.mp4,20,0,100,12,100,25.0
5100351005.mp4,9,2,100,2,100,47.41666666666667
5100351007.mp4,13,0,100,100,100,33.75
5100351009.mp4,4,0,100,0,100,60.0
5100351010.mp4,14,0,100,40,100,32.5
5100351012.mp4,20,0,100,0,100,40.0
5100351013.mp4,6,6,100,89,100,32.49999999999999
5100351015.mp4,21,0,100,0,100,40.0
5100351016.mp4,15,0,100,14,100,31.25
5100351019.mp4,21,0,100,72,100,25.0
5100351020.mp4,23,0,100,100,100,25.0
5100351021.mp4,5,0,100,100,100,43.75
5100351022.mp4,4,0,100,100,100,45.0
5100351023.mp4,4,0,100,78,100,45.0
5100351024.mp4,22,0,100,89,100,25.0
5100351025.mp4,17,0,100,90,100,28.749999999999996
5100351026.mp4,5,0,100,100,100,43.75
5100351032.mp4,19,0,100,100,100,26.25
5100351034.mp4,4,0,4,100,100,54.0
5100351035.mp4,15,0,27,100,100,31.25
5100351036.mp4,4,13,4,100,100,32.333333333333336
5100351038.mp4,4,0,100,100,100,45.0
5100351039.mp4,9,0,100,100,100,38.75
5100351040.mp4,4,0,100,100,100,45.0
5100351042.mp4,5,0,92,0,100,58.75
5100351043.mp4,5,0,100,0,100,58.75
5100351044.mp4,22,0,100,100,100,25.0
5100351045.mp4,10,0,100,100,100,37.5
5100351046.mp4,2,0,100,100,100,47.5
5100351049.mp4,10,0,100,0,100,52.5
5100351051.mp4,13,0,96,100,100,33.75
5100351054.mp4,4,5,94,0,100,51.66666666666667
5100351058.mp4,16,0,100,0,100,44.99999999999999
5100352001.mp4,7,0,100,0,100,56.25
5100352002.mp4,13,0,100,0,100,48.75000000000001
5100352003.mp4,6,2,100,2,100,51.16666666666667
5100352004.mp4,10,4,100,2,100,42.833333333333336
5100352005.mp4,19,0,100,56,100,26.25
5100352006.mp4,19,0,100,62,100,26.25
5100352007.mp4,3,2,100,21,100,42.91666666666667
5100352008.mp4,23,0,100,0,100,40.0
5100352009.mp4,3,0,100,0,100,61.25000000000001
5100352011.mp4,29,0,100,0,100,40.0
5100352012.mp4,0,0,100,0,100,65.0
5100352013.mp4,7,0,100,0,100,56.25
5100352014.mp4,14,0,100,0,100,47.5
5100352015.mp4,3,0,100,0,100,61.25000000000001
5100352016.mp4,7,0,100,0,100,56.25
5100352017.mp4,17,0,100,0,100,43.75
5100352018.mp4,3,0,100,0,100,61.25000000000001
5100352020.mp4,0,0,100,0,100,65.0
5100352021.mp4,4,0,100,0,100,60.0
5100352022.mp4,3,0,100,11,100,46.25
5100352026.mp4,4,0,100,1,100,58.5
5100352027.mp4,12,0,100,59,100,35.0
5100352028.mp4,7,0,100,6,100,47.25
5100352030.mp4,6,0,100,99,100,42.5
5100352031.mp4,0,0,98,98,98,50.0
5100352032.mp4,4,0,100,100,100,45.0
5100352033.mp4,1,0,100,99,100,48.75
5100352034.mp4,15,0,100,0,100,46.25
5100352035.mp4,32,0,100,0,100,40.0
5100352037.mp4,17,0,100,0,100,43.75
5100352038.mp4,6,0,100,0,100,57.49999999999999
5100352039.mp4,0,0,100,0,100,65.0
5100352041.mp4,16,1,100,0,100,43.333333333333336
5100352042.mp4,0,0,100,0,100,65.0
5100352043.mp4,13,0,100,0,100,48.75000000000001
5100352044.mp4,12,0,100,47,100,35.0
5100352045.mp4,22,1,100,5,100,30.833333333333336
